     0.402000   0.00755000
     0.405000    0.0131670
     0.408000    0.0130650
     0.411000    0.0159960
     0.414000    0.0177070
     0.417000    0.0181280
     0.420000    0.0219290
     0.423000    0.0233440
     0.426000    0.0263270
     0.429000    0.0258780
     0.432000    0.0292630
     0.435000    0.0345840
     0.438000    0.0350010
     0.441000    0.0375760
     0.444000    0.0374330
     0.447000    0.0403420
     0.450000    0.0404080
     0.453000    0.0442470
     0.456000    0.0462970
     0.459000    0.0463310
     0.462000    0.0443740
     0.465000    0.0483920
     0.468000    0.0459980
     0.471000    0.0516310
     0.474000    0.0529860
     0.477000    0.0542720
     0.480000    0.0552890
     0.483000    0.0561320
     0.486000    0.0563020
     0.489000    0.0575570
     0.492000    0.0555430
     0.495000    0.0572120
     0.498000    0.0599680
     0.501000    0.0582120
     0.504000    0.0636520
     0.507000    0.0632900
     0.510000    0.0654620
     0.513000    0.0684010
     0.516000    0.0680280
     0.519000    0.0692800
     0.522000    0.0711980
     0.525000    0.0705320
     0.528000    0.0730780
     0.531000    0.0738330
     0.534000    0.0770780
     0.537000    0.0794940
     0.540000    0.0781690
     0.543000    0.0783010
     0.546000    0.0776480
     0.549000    0.0818100
     0.552000    0.0849060
     0.555000    0.0815610
     0.558000    0.0857430
     0.561000    0.0868000
     0.564000    0.0881160
     0.567000    0.0937320
     0.570000    0.0945940
     0.573000    0.0913530
     0.576000    0.0938940
     0.579000    0.0940770
     0.582000    0.0954760
     0.585000     0.100379
     0.588000    0.0979050
     0.591000    0.0989530
     0.594000    0.0996470
     0.597000     0.102554
     0.600000     0.102761
     0.603000     0.103285
     0.606000     0.105048
     0.609000     0.106523
     0.612000     0.108007
     0.615000     0.108895
     0.618000     0.109356
     0.621000     0.107114
     0.624000     0.110837
     0.627000     0.111658
     0.630000     0.113385
     0.633000     0.112897
     0.636000     0.115052
     0.639000     0.114516
     0.642000     0.115006
     0.645000     0.118342
     0.648000     0.116612
     0.651000     0.121064
     0.654000     0.122464
     0.657000     0.125288
     0.660000     0.121966
     0.663000     0.125620
     0.666000     0.127635
     0.669000     0.131350
     0.672000     0.127383
     0.675000     0.128672
     0.678000     0.131153
     0.681000     0.129461
     0.684000     0.129849
     0.687000     0.132446
     0.690000     0.134914
     0.693000     0.136415
     0.696000     0.138596
     0.699000     0.141905
     0.702000     0.139347
     0.705000     0.142040
     0.708000     0.142987
     0.711000     0.145421
     0.714000     0.147026
     0.717000     0.147272
     0.720000     0.154821
     0.723000     0.150617
     0.726000     0.156116
     0.729000     0.151992
     0.732000     0.158576
     0.735000     0.159545
     0.738000     0.158527
     0.741000     0.161081
     0.744000     0.160841
     0.747000     0.163384
     0.750000     0.164437
     0.753000     0.164729
     0.756000     0.168532
     0.759000     0.168532
     0.762000     0.169761
     0.765000     0.172141
     0.768000     0.172291
     0.771000     0.173632
     0.774000     0.176239
     0.777000     0.178249
     0.780000     0.177585
     0.783000     0.181558
     0.786000     0.184106
     0.789000     0.184675
     0.792000     0.183989
     0.795000     0.184444
     0.798000     0.184240
     0.804000     0.191792
     0.816000     0.198791
     0.828000     0.203724
     0.840000     0.208428
     0.852000     0.214212
     0.864000     0.221210
     0.876000     0.222922
     0.888000     0.226901
     0.900000     0.230220
     0.912000     0.236677
     0.924000     0.242081
     0.936000     0.247540
     0.948000     0.252853
     0.960000     0.256856
     0.972000     0.265863
     0.984000     0.267192
     0.996000     0.274943
      1.00800     0.277250
      1.02000     0.283344
      1.03200     0.286191
      1.04400     0.290724
      1.05600     0.294290
      1.06800     0.298573
      1.08000     0.301221
      1.09200     0.307727
      1.10400     0.313563
      1.11600     0.313467
      1.12800     0.323561
      1.14000     0.322109
      1.15200     0.329180
      1.16400     0.334944
      1.17600     0.338363
      1.18800     0.344405
      1.20000     0.346155
      1.21200     0.345948
      1.22400     0.352190
      1.23600     0.350404
      1.24800     0.355271
      1.26000     0.359931
      1.27200     0.364855
      1.28400     0.367312
      1.29600     0.370895
      1.30800     0.366686
      1.32000     0.371693
      1.33200     0.372997
      1.34400     0.375839
      1.35600     0.377575
      1.36800     0.374773
      1.38000     0.366388
      1.39200     0.361368
      1.40400     0.366193
      1.41600     0.367247
      1.42800     0.370179
      1.44000     0.376387
      1.45200     0.375830
