      33.0000      1.00000
 2.5000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.997000e-001  6.860000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  0.000000e+000  9.561000e-001  7.804000e-001
  1.724384e-011  9.561000e-001  7.804000e-001
  3.575383e-005  9.561000e-001  7.804000e-001
  1.960197e-003  9.561000e-001  7.804000e-001
  1.949478e-003  9.561000e-001  7.804000e-001
  4.672049e-003  9.561000e-001  7.804000e-001
  7.811312e-003  9.561000e-001  7.804000e-001
  8.842994e-003  9.561000e-001  7.804000e-001
  9.311941e-003  9.561000e-001  7.804000e-001
  1.063169e-002  9.561000e-001  7.804000e-001
  1.574321e-002  9.561000e-001  7.804000e-001
  9.405730e-002  9.561000e-001  7.804000e-001
 2.7700e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
  0.000000e+000  9.731000e-001  7.815000e-001
